name,uuid,power_state,vcpus,memory_gb,vm_age_days,days_since_power_on,power_on_count,last_power_on,unused_score,unused_reasons
CTX_Win11-AG-AHV-N-Prod-C1_19/09/25 08:00,39c0525e-1a0d-41cd-8f5f-2be43c01b425,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0224,b5337dbb-205b-46a9-ae8c-5501e3ffb7bf,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0190,da766b94-b93e-4b38-bdd5-eaca84882ee0,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0240,e6a56c95-dc40-48d2-949e-ad59388146c9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0183,e87bf8f9-6bbc-4390-8846-e319ffa66efc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0218,373aa6cb-add3-443b-87f2-520424397b67,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0372,32ba8d7d-6d38-47f4-a607-70670e7c10dc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0248,b2bc3d25-b0e8-4325-b23a-907fa4875365,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0295,81d5613d-fde7-4cce-8b47-18f491121b02,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0239,ba40d60b-45ed-4db3-be31-078405540be9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0246,e52f052e-38f1-49c9-95e4-2f7d960dae69,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0255,f7a7b18b-42fe-46c8-91de-a53572a330e4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0344,fbda6d18-6d36-4bad-b343-dc4b2f78ab23,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0225,57d4bb9e-b49b-4e53-bba2-666701e21e8d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0232,b45fd0fc-1f1f-4f79-aaaa-1e305d5d5ce7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0243,fd8afc46-86ef-4c65-adfd-01ec4898c80d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0353,a309926e-bdcb-4f91-8e49-36af1900e7bf,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0294,89bb5c2f-1870-4152-995d-011162fee6a5,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0186,12e2d8de-9887-417d-974b-b5cb2f276ab6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-N-Prod-C2,112755c2-4d40-405d-91e8-888f6c795b1a,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0334,34df62d9-5f92-42e9-aaa1-c6ab0f2b2d79,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0337,b3800167-ba61-4793-8f59-4ddeec80633b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0302,e28d08d3-91c6-4345-b991-1a29de6a2e1e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0216,fa490346-1889-40b3-96d2-a018ecab4e27,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0230,df8bc1df-4789-426c-83b3-a619b2a372be,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0350,46e6a80b-10cb-4813-85b0-8a724dc95ade,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0293,dfb906a9-f5d6-4fe0-98d1-5fe74d2da216,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0259,8cab2e4b-c373-497d-9c09-f93f73f26e11,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0160,f28a5121-c216-4cb0-b6cc-9afc64031385,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX_Win11-SnM-AHV-N-Prod-C2_10/10/25 06:00,22914b8b-05bd-49e2-a3c5-b9d6d3fdb862,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0168,b7c3c029-b326-4925-89a3-eb71f40ecfd4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0351,d3b69137-7135-453b-987f-59f7db6dafb6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0359,a7040ef3-8c9c-4da9-9c60-c61faf822c86,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0307,7d622877-3e2d-4282-a888-84fd8df01f5e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0198,ba6a82e5-3c4c-435e-a254-2fbdf848b13a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0254,42d786df-b443-4731-8c9c-7916afae8088,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-N-Prod-C2,2b462d8a-757d-4156-949d-f24992dd4a47,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0329,d1257fc3-f0d7-4222-acba-b92d19789b50,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0269,6d7241f3-dd01-4ac6-9e92-7ad806cf8b7b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0207,da629b56-70e9-4dfb-96a6-0ebc694e1b40,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX_Win11-SnM-AHV-N-Prod-C2_22/08/25 14:00,214ef911-87eb-44d8-9e9d-8a0b1b8d985f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0308,acdd77cd-8b60-49f0-82dd-173769feaad5,OFF,4,24.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0184,1ad13960-ecd9-4c5f-87d7-60a6698c7b3e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0265,4b12e1f2-167b-4b65-919e-33c2ca014df7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0288,0d694728-afa8-4006-9745-3a31006f7288,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0290,ef2d10ac-65f4-4eaf-b9e4-1ace147b6eff,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0289,93b391e7-8db9-4264-b429-bd7c78c215fc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-Dedicated-Prod-C2,92870292-2662-493a-b667-d3d5c372d5d6,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0300,309fc4e6-2fa8-46a8-a422-8a136fd2ca8b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0286,102bcaea-3403-4c31-9521-16d1822aaed2,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0236,2aa4afdb-77b7-4f77-a8ee-bb2d133de7c3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0231,30e59605-0906-484c-bb74-28a4bfa153b6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0291,4c9bf53e-9a1f-4758-8486-40c4441472bd,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-Dedicated-Prod-C2,392d1f3f-8844-4442-895f-50d4683a9cb2,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0159,1c9581ba-67d2-4283-9511-d75527a16031,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-S-M,c86b318d-ba94-4632-a49f-ac347a6fcaf0,OFF,8,32.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0298,d90ea7ae-bffb-42b6-a305-9f86629423f8,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0318,fdd6277c-8c2a-416c-8018-d4373387270c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0177,f97391e3-6ccf-4c15-a41e-ea069cbd2334,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0355,b029f215-05cd-4610-8beb-308256ff0831,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0223,46e91f21-d4fd-41ad-bf1e-2081f677d7d9,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0322,ebc53050-799f-4db8-94b9-bb4276469b2e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0245,785dfcfe-d9b3-4947-9fd1-bdadcaf579c5,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0341,36ed8ad2-ebb0-4925-8fd1-91cd82e0b18b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0306,e94f3863-696f-419a-b90a-500b1ffa024b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0324,3bc5a6f3-6fd9-42f8-b8a8-d1f35ee09005,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0254,79d4b1dd-fa94-48a1-8a73-01c128a04178,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0299,bd184cfc-40b1-41a0-b23a-b32852e227ba,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0249,6d247fc2-71b9-434f-8cc9-672c96ecf1b4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0247,8e5040dc-87be-40ca-a35a-5fbb78c5e190,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0261,dc738e2c-aa38-4011-abb5-601b3fe4c7f0,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0308,357967d3-69f2-4adf-b679-0cdacd3ddf7c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0196,469bf994-5c2d-4abf-83b8-4fa536e6eda4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0262,c3e39051-5d8d-4eef-8f35-904de7cdae8a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0348,181ebb4c-eda8-4498-86b1-4380e2a35981,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0220,2fa0816e-a6e2-4fc8-a352-e0fb848ecd1d,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0283,26b7ffa0-1232-4868-955f-8f96574f4271,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0283,85840b5a-ad49-4954-b5b6-30a96e948b48,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0176,bb5c3560-d49b-48c9-a5b1-5c2d62d94dcc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0191,7efab93b-53bd-47e2-a6bf-ae791332f895,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0276,8ea6d50f-54e4-40a3-bae9-e2753d6bad95,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0370,3962bf23-0c9d-439b-9704-d3d1850980dd,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0174,7362ca00-40a4-431f-a57d-3aaa77536f71,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0187,24950474-63f5-433b-8cef-49f6a60841ad,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0211,d645fb8c-de55-4d51-a8a9-12521bfb1a3c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0221,d790ec1d-aa0d-425b-a742-746dc4b0e55e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0277,dcdef217-e647-47f0-b9ff-d7897bd65946,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0289,4d5b68e2-be02-4ba8-8736-1e4a6bdedba1,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0208,64dbeec1-f1bc-4961-99b9-58248e7ecbc0,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0280,497fc98f-2368-4039-b841-0baa4753bdfc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0264,01437880-c72f-4b2a-afd0-30b00e909059,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0310,1e129466-650d-4c6b-9949-46ff518d6ffc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0200,3f0839cc-dcf7-42d0-8182-c82eeb818110,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0347,471f2f29-89c0-4898-959a-a918bac6b8ad,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX_Win11-SnM-AHV-N-Prod-C2_19/09/25 08:00,4ced7a88-6998-4464-a118-02318c7c64dc,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0271,738bcad7-6c95-4f6d-bc7d-5c82139bc004,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-Dedicated-Prod-C2,8d6c9e27-1924-4b2e-9e69-28918f549c7f,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0166,9d3fb788-766a-4703-a8c0-7867cb7ca4c1,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0280,a4ec2855-077e-4b87-8fb0-fff1c9caccb0,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0163,a4d1078a-929e-403c-bd82-4584c3b7a07a,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0293,b67b1a5f-19a2-4385-8a80-43c610c1b27e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX_Win11-AG-AHV-N-Prod-C1_22/08/25 08:08,797f4e5a-cf91-4be3-bae5-f60d07fb8ba7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0277,f544d246-543b-481d-b068-2cf48b3ea946,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0298,34310772-9311-487a-87dd-27f2eb62a77d,OFF,4,24.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0332,ccf32446-e92f-4f13-9ad2-dd903798c114,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0335,45987610-148e-4da3-b750-ec3c03b52206,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0343,498619a1-235d-4036-9088-04a856248753,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0170,8c6fb09c-28f6-4732-abd5-96c9aff26bf5,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0203,8f6e6cca-adf7-44ae-85d2-8de1bddad04e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0256,c5d74b2b-8cb9-4df9-b108-575ffa284ac7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0325,1944bc54-126e-4969-bd4f-09569857c6d7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0243,e2183a67-1544-45a3-a2ba-a3510b518a91,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0175,0b5a0205-cb3d-4d60-aa08-d213735213e3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0338,7b00dfe7-a9dc-4ae4-a340-1d99ad5b07ac,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0364,c7aca67b-2ed4-4e2c-904a-b0d542f947b1,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0257,87f9d68f-9816-4b28-9c17-f5bbf91f0a84,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0319,dfeec839-5ef1-4792-b7a0-49b579ba8d2b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0278,0784a4a0-ea43-423c-a8a5-39f6723e303b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0367,e4dc092b-274e-456c-9cf4-8bc20def9ae4,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0281,1995e009-6a63-4f72-96ec-e86aaeeb920c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0373,374a200e-7525-45be-a6d1-c2efec0fa4d6,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0268,c6b2e901-132e-4082-88eb-5386e52d2efb,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0270,9111ad6a-9484-4654-92e8-ffad645114ed,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0244,6318d126-7518-4518-b1dc-5b48c6629de3,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0267,7f6d315d-4e42-4e12-acdc-3e9c36bdcbc7,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0178,f4d25976-e99f-4ddf-94b5-2d9675ebf187,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
CTX_Win11-AG-AHV-N-Prod-C1_10/10/25 07:50,35746e7e-0043-405b-bd10-d84983042866,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0272,cf1916e4-ca63-40c8-8d03-945c8650cd6b,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0224,1f6fc852-7a5a-4c4e-b67c-762025b2bf20,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0242,496f75e8-59b4-4958-9c8e-acff54ee2146,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0330,a6e30454-f2a9-40c8-9218-e4360bffb500,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0217,1a693b8a-4e30-4367-b1bc-a02066178619,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0236,5897bd7b-18f7-49eb-9f25-80c213dbc3fa,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0242,c4531bed-9814-404c-9cea-067672bb1be1,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0250,7f4ed917-686b-4777-9c22-d99e2ce9b025,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-N-Prod-C2,5938156e-8c60-4525-aa70-bcf881036517,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0276,7338ba0f-fe5f-47d4-b36d-4ef89635d08e,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0257,b6a84346-724a-461f-b564-57c40113079f,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0296,a2dbcd2e-d77d-4018-8fe0-e0c40323df3c,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-W-1-0261,4478f021-dca4-46bf-a6a5-abd30233e034,OFF,4,12.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
Preparation - Win11-SnM-AHV-N-Prod-C2,3e42205d-2e7a-47df-a13a-d87439559c18,OFF,2,16.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
PNO-CX-2-W-0309,e40d5732-e3a4-49cb-8f08-0ade60f49da2,OFF,4,24.0,,,0,Never/Unknown,70,Currently powered OFF; Never powered on since tracking period
